date,value,amount_deposited,amount_bought,amount_sold,cumNet,amount_return_cum,percent_return_cum
2010-06-01,11476.42,0.0,0.0,0.0,7571.0,3905.42,51.58
2010-06-02,11640.02,0.0,0.0,0.0,7571.0,4069.02,53.74
2010-06-03,11866.64,0.0,88.0,0.0,7659.0,4207.64,54.94
2010-06-04,11552.4,0.0,0.0,0.0,7659.0,3893.4,50.83
2010-06-05,12601.27,0.0,73.0,0.0,7732.0,4869.27,62.98
2010-06-06,12601.27,0.0,0.0,0.0,7732.0,4869.27,62.98
2010-06-07,12413.03,0.0,0.0,0.0,7732.0,4681.03,60.54
2010-06-08,12352.2,0.0,0.0,0.0,7732.0,4620.2,59.75
2010-06-09,12061.52,0.0,0.0,0.0,7732.0,4329.52,55.99
2010-06-10,12538.27,0.0,62.0,0.0,7794.0,4744.27,60.87
2010-06-11,12630.4,0.0,0.0,0.0,7794.0,4836.4,62.05
2010-06-12,12630.4,0.0,0.0,0.0,7794.0,4836.4,62.05
2010-06-13,12630.4,0.0,0.0,0.0,7794.0,4836.4,62.05
2010-06-14,12903.21,0.0,17.0,0.0,7811.0,5092.21,65.19
2010-06-15,13194.2,0.0,0.0,0.0,7811.0,5383.2,68.92
2010-06-16,13704.51,0.0,14.0,0.0,7825.0,5879.51,75.14
2010-06-17,13834.35,0.0,0.0,0.0,7825.0,6009.35,76.8
2010-06-18,13918.79,0.0,0.0,0.0,7825.0,6093.79,77.88
2010-06-19,13918.79,0.0,0.0,0.0,7825.0,6093.79,77.88
2010-06-20,13918.79,0.0,0.0,0.0,7825.0,6093.79,77.88
2010-06-21,13819.55,0.0,0.0,0.0,7825.0,5994.55,76.61
2010-06-22,13729.79,0.0,0.0,0.0,7825.0,5904.79,75.46
2010-06-23,13635.28,0.0,0.0,0.0,7825.0,5810.28,74.25
2010-06-24,13351.37,0.0,0.0,0.0,7825.0,5526.37,70.62
2010-06-25,13285.64,0.0,0.0,0.0,7825.0,5460.64,69.78
2010-06-26,13288.6,0.0,33.0,0.0,7858.0,5430.6,69.11
2010-06-27,13288.6,0.0,0.0,0.0,7858.0,5430.6,69.11
2010-06-28,13323.02,0.0,0.0,0.0,7858.0,5465.02,69.55
2010-06-29,12903.17,0.0,10.0,0.0,7868.0,5035.17,64.0
2010-06-30,12566.93,0.0,0.0,0.0,7868.0,4698.93,59.72
2010-07-01,12389.15,0.0,10.0,0.0,7878.0,4511.15,57.26
2010-07-02,12360.64,0.0,0.0,0.0,7878.0,4482.64,56.9
2010-07-03,12360.64,0.0,0.0,0.0,7878.0,4482.64,56.9
2010-07-04,12360.64,0.0,0.0,0.0,7878.0,4482.64,56.9
2010-07-05,12343.72,0.0,0.0,0.0,7878.0,4465.72,56.69
2010-07-06,12496.53,0.0,0.0,0.0,7878.0,4618.53,58.63
2010-07-07,12939.66,0.0,0.0,0.0,7878.0,5061.66,64.25
2010-07-08,13076.83,0.0,0.0,0.0,7878.0,5198.83,65.99
2010-07-09,13169.23,0.0,0.0,0.0,7878.0,5291.23,67.16
2010-07-10,13169.23,0.0,0.0,0.0,7878.0,5291.23,67.16
2010-07-11,13169.23,0.0,0.0,0.0,7878.0,5291.23,67.16
2010-07-12,13065.42,0.0,0.0,0.0,7878.0,5187.42,65.85
2010-07-13,12996.73,0.0,17.0,0.0,7895.0,5101.73,64.62
2010-07-14,12871.68,0.0,0.0,0.0,7895.0,4976.68,63.04
2010-07-15,12913.14,0.0,0.0,0.0,7895.0,5018.14,63.56
2010-07-16,12684.42,0.0,0.0,0.0,7895.0,4789.42,60.66
2010-07-17,12697.65,0.0,15.0,0.0,7910.0,4787.65,60.53
2010-07-18,12697.65,0.0,0.0,0.0,7910.0,4787.65,60.53
2010-07-19,12614.95,0.0,0.0,0.0,7910.0,4704.95,59.48
2010-07-20,12915.89,0.0,0.0,0.0,7910.0,5005.89,63.29
2010-07-21,12879.86,0.0,0.0,0.0,7910.0,4969.86,62.83
2010-07-22,13013.22,0.0,0.0,0.0,7910.0,5103.22,64.52
2010-07-23,13037.21,0.0,0.0,0.0,7910.0,5127.21,64.82
2010-07-24,13037.21,0.0,0.0,0.0,7910.0,5127.21,64.82
2010-07-25,13048.58,0.0,13.0,0.0,7923.0,5125.58,64.69
2010-07-26,13013.29,0.0,10.0,0.0,7933.0,5080.29,64.04
2010-07-27,13194.86,0.0,0.0,0.0,7933.0,5261.86,66.33
2010-07-28,13052.93,0.0,0.0,0.0,7933.0,5119.93,64.54
2010-07-29,12883.21,0.0,0.0,0.0,7933.0,4950.21,62.4
2010-07-30,12850.56,0.0,0.0,0.0,7933.0,4917.56,61.99
2010-07-31,12859.17,0.0,10.0,0.0,7943.0,4916.17,61.89
2010-08-01,12859.17,0.0,0.0,0.0,7943.0,4916.17,61.89
2010-08-02,12935.37,0.0,0.0,0.0,7943.0,4992.37,62.85
2010-08-03,12932.15,0.0,0.0,0.0,7943.0,4989.15,62.81
2010-08-04,13032.99,0.0,0.0,0.0,7943.0,5089.99,64.08
2010-08-05,12969.98,0.0,0.0,0.0,7943.0,5026.98,63.29
2010-08-06,12892.03,0.0,0.0,0.0,7943.0,4949.03,62.31
2010-08-07,12892.03,0.0,0.0,0.0,7943.0,4949.03,62.31
2010-08-08,12892.03,0.0,0.0,0.0,7943.0,4949.03,62.31
2010-08-09,12996.07,0.0,0.0,0.0,7943.0,5053.07,63.62
2010-08-10,12935.27,0.0,0.0,0.0,7943.0,4992.27,62.85
2010-08-11,12669.49,0.0,0.0,0.0,7943.0,4726.49,59.51
2010-08-12,12740.88,0.0,0.0,0.0,7943.0,4797.88,60.4
2010-08-13,12662.64,0.0,0.0,0.0,7943.0,4719.64,59.42
2010-08-14,12662.64,0.0,0.0,0.0,7943.0,4719.64,59.42
2010-08-15,12662.64,0.0,0.0,0.0,7943.0,4719.64,59.42
2010-08-16,12588.1,0.0,0.0,0.0,7943.0,4645.1,58.48
2010-08-17,12588.43,0.0,0.0,-138.0,7805.0,4783.43,61.29
2010-08-18,12610.59,0.0,29.0,0.0,7834.0,4776.59,60.97
2010-08-19,12446.24,0.0,0.0,0.0,7834.0,4612.24,58.87
2010-08-20,12419.05,0.0,0.0,0.0,7834.0,4585.05,58.53
2010-08-21,12419.05,0.0,0.0,0.0,7834.0,4585.05,58.53
2010-08-22,12419.05,0.0,0.0,0.0,7834.0,4585.05,58.53
2010-08-23,12406.48,0.0,15.0,0.0,7849.0,4557.48,58.06
2010-08-24,12213.69,0.0,0.0,0.0,7849.0,4364.69,55.61
2010-08-25,12232.05,0.0,0.0,0.0,7849.0,4383.05,55.84
2010-08-26,12127.77,0.0,0.0,0.0,7849.0,4278.77,54.51
2010-08-27,12250.3,0.0,0.0,0.0,7849.0,4401.3,56.07
2010-08-28,12250.3,0.0,0.0,0.0,7849.0,4401.3,56.07
2010-08-29,12250.3,0.0,0.0,0.0,7849.0,4401.3,56.07
2010-08-30,12241.69,0.0,0.0,0.0,7849.0,4392.69,55.96
2010-08-31,12353.32,0.0,0.0,0.0,7849.0,4504.32,57.39
2010-09-01,12642.9,0.0,0.0,0.0,7849.0,4793.9,61.08
2010-09-02,12750.46,0.0,0.0,0.0,7849.0,4901.46,62.45
2010-09-03,13005.24,0.0,0.0,0.0,7849.0,5156.24,65.69
2010-09-04,13005.24,0.0,0.0,0.0,7849.0,5156.24,65.69
2010-09-05,13005.24,0.0,0.0,0.0,7849.0,5156.24,65.69
2010-09-06,13004.28,0.0,0.0,0.0,7849.0,5155.28,65.68
2010-09-07,12956.26,0.0,0.0,0.0,7849.0,5107.26,65.07
2010-09-08,13041.78,0.0,0.0,0.0,7849.0,5192.78,66.16
2010-09-09,13137.54,0.0,0.0,0.0,7849.0,5288.54,67.38
2010-09-10,13146.3,0.0,0.0,0.0,7849.0,5297.3,67.49
2010-09-11,13146.3,0.0,0.0,0.0,7849.0,5297.3,67.49
2010-09-12,13146.3,0.0,0.0,0.0,7849.0,5297.3,67.49
2010-09-13,13304.16,0.0,0.0,0.0,7849.0,5455.16,69.5
2010-09-14,13233.37,0.0,0.0,0.0,7849.0,5384.37,68.6
2010-09-15,13222.21,0.0,0.0,0.0,7849.0,5373.21,68.46
2010-09-16,13397.74,0.0,14.0,0.0,7863.0,5534.74,70.39
2010-09-17,13308.66,0.0,0.0,0.0,7863.0,5445.66,69.26
2010-09-18,13308.66,0.0,0.0,0.0,7863.0,5445.66,69.26
2010-09-19,13308.66,0.0,0.0,0.0,7863.0,5445.66,69.26
2010-09-20,13695.13,0.0,0.0,0.0,7863.0,5832.13,74.17
2010-09-21,13641.59,0.0,0.0,0.0,7863.0,5778.59,73.49
2010-09-22,13683.26,0.0,0.0,0.0,7863.0,5820.26,74.02
2010-09-23,13648.38,0.0,0.0,0.0,7863.0,5785.38,73.58
2010-09-24,13816.28,0.0,0.0,0.0,7863.0,5953.28,75.71
2010-09-25,13816.28,0.0,0.0,0.0,7863.0,5953.28,75.71
2010-09-26,13816.28,0.0,0.0,0.0,7863.0,5953.28,75.71
2010-09-27,13670.51,0.0,11.0,0.0,7874.0,5796.51,73.62
2010-09-28,13558.67,0.0,0.0,0.0,7874.0,5684.67,72.2
2010-09-29,13544.59,0.0,0.0,0.0,7874.0,5670.59,72.02
2010-09-30,13480.72,0.0,0.0,0.0,7874.0,5606.72,71.21
2010-10-01,13499.42,0.0,0.0,0.0,7874.0,5625.42,71.44
2010-10-02,13499.42,0.0,0.0,0.0,7874.0,5625.42,71.44
2010-10-03,13499.42,0.0,0.0,0.0,7874.0,5625.42,71.44
2010-10-04,13301.76,0.0,0.0,0.0,7874.0,5427.76,68.93
2010-10-05,13621.02,0.0,0.0,0.0,7874.0,5747.02,72.99
2010-10-06,13661.93,0.0,0.0,0.0,7874.0,5787.93,73.51
2010-10-07,13631.36,0.0,0.0,0.0,7874.0,5757.36,73.12
2010-10-08,13752.52,0.0,0.0,0.0,7874.0,5878.52,74.66
2010-10-09,13752.52,0.0,0.0,0.0,7874.0,5878.52,74.66
2010-10-10,13752.52,0.0,0.0,0.0,7874.0,5878.52,74.66
2010-10-11,13787.4,0.0,0.0,0.0,7874.0,5913.4,75.1
2010-10-12,13950.25,0.0,0.0,0.0,7874.0,6076.25,77.17
2010-10-13,13947.38,0.0,0.0,0.0,7874.0,6073.38,77.13
2010-10-14,13896.46,0.0,0.0,0.0,7874.0,6022.46,76.49
2010-10-15,14241.43,0.0,0.0,0.0,7874.0,6367.43,80.87
2010-10-16,14241.43,0.0,0.0,0.0,7874.0,6367.43,80.87
2010-10-17,14241.43,0.0,0.0,0.0,7874.0,6367.43,80.87
2010-10-18,14477.68,0.0,0.0,0.0,7874.0,6603.68,83.87
2010-10-19,14345.83,0.0,0.0,0.0,7874.0,6471.83,82.19
2010-10-20,14324.52,0.0,23.0,0.0,7897.0,6427.52,81.39
2010-10-21,14417.56,0.0,0.0,0.0,7897.0,6520.56,82.57
2010-10-22,14357.83,0.0,0.0,0.0,7897.0,6460.83,81.81
2010-10-23,14357.83,0.0,0.0,0.0,7897.0,6460.83,81.81
2010-10-24,14357.83,0.0,0.0,0.0,7897.0,6460.83,81.81
2010-10-25,14386.26,0.0,0.0,0.0,7897.0,6489.26,82.17
2010-10-26,14250.43,0.0,0.0,0.0,7897.0,6353.43,80.45
2010-10-27,14278.44,0.0,0.0,0.0,7897.0,6381.44,80.81
2010-10-28,14226.74,0.0,0.0,0.0,7897.0,6329.74,80.15
2010-10-29,14111.69,0.0,0.0,0.0,7897.0,6214.69,78.7
2010-10-30,14111.69,0.0,0.0,0.0,7897.0,6214.69,78.7
2010-10-31,14111.69,0.0,0.0,0.0,7897.0,6214.69,78.7
2010-11-01,13990.16,0.0,0.0,0.0,7897.0,6093.16,77.16
2010-11-02,14143.56,0.0,0.0,0.0,7897.0,6246.56,79.1
2010-11-03,14289.59,0.0,0.0,0.0,7897.0,6392.59,80.95
2010-11-04,14501.73,0.0,0.0,0.0,7897.0,6604.73,83.64
2010-11-05,14389.33,0.0,0.0,0.0,7897.0,6492.33,82.21
2010-11-06,14397.63,0.0,10.0,0.0,7907.0,6490.63,82.09
2010-11-07,14397.63,0.0,0.0,0.0,7907.0,6490.63,82.09
2010-11-08,14457.03,0.0,0.0,0.0,7907.0,6550.03,82.84
2010-11-09,14477.22,0.0,10.0,0.0,7917.0,6560.22,82.86
2010-11-10,14614.33,0.0,0.0,0.0,7917.0,6697.33,84.59
2010-11-11,14462.04,0.0,10.0,0.0,7927.0,6535.04,82.44
2010-11-12,14190.61,0.0,0.0,0.0,7927.0,6263.61,79.02
2010-11-13,14190.61,0.0,0.0,0.0,7927.0,6263.61,79.02
2010-11-14,14190.61,0.0,0.0,0.0,7927.0,6263.61,79.02
2010-11-15,14161.25,0.0,0.0,0.0,7927.0,6234.25,78.65
2010-11-16,13957.02,0.0,0.0,0.0,7927.0,6030.02,76.07
2010-11-17,14055.17,0.0,0.0,0.0,7927.0,6128.17,77.31
2010-11-18,14329.74,0.0,10.0,0.0,7937.0,6392.74,80.54
2010-11-19,14173.16,0.0,0.0,0.0,7937.0,6236.16,78.57
2010-11-20,14173.16,0.0,0.0,0.0,7937.0,6236.16,78.57
2010-11-21,14173.16,0.0,0.0,0.0,7937.0,6236.16,78.57
2010-11-22,14327.48,0.0,0.0,0.0,7937.0,6390.48,80.52
2010-11-23,14151.13,0.0,0.0,0.0,7937.0,6214.13,78.29
2010-11-24,14492.56,0.0,0.0,0.0,7937.0,6555.56,82.59
2010-11-25,14506.1,0.0,0.0,0.0,7937.0,6569.1,82.77
2010-11-26,14474.98,0.0,0.0,0.0,7937.0,6537.98,82.37
2010-11-27,14474.98,0.0,0.0,0.0,7937.0,6537.98,82.37
2010-11-28,14483.55,0.0,10.0,0.0,7947.0,6536.55,82.25
2010-11-29,14634.86,0.0,0.0,0.0,7947.0,6687.86,84.16
2010-11-30,14446.47,0.0,0.0,0.0,7947.0,6499.47,81.79
2010-12-01,14701.93,0.0,0.0,0.0,7947.0,6754.93,85.0
2010-12-02,14807.02,0.0,0.0,0.0,7947.0,6860.02,86.32
2010-12-03,14798.82,0.0,0.0,0.0,7947.0,6851.82,86.22
2010-12-04,14798.82,0.0,0.0,0.0,7947.0,6851.82,86.22
2010-12-05,14798.82,0.0,0.0,0.0,7947.0,6851.82,86.22
2010-12-06,14733.38,0.0,0.0,0.0,7947.0,6786.38,85.4
2010-12-07,14746.33,0.0,0.0,0.0,7947.0,6799.33,85.56
2010-12-08,14675.34,0.0,0.0,-65.0,7882.0,6793.34,86.19
2010-12-09,15039.55,0.0,17.0,0.0,7899.0,7140.55,90.4
2010-12-10,15098.63,0.0,0.0,0.0,7899.0,7199.63,91.15
2010-12-11,15098.63,0.0,0.0,0.0,7899.0,7199.63,91.15
2010-12-12,15098.63,0.0,0.0,0.0,7899.0,7199.63,91.15
2010-12-13,15121.62,0.0,0.0,0.0,7899.0,7222.62,91.44
2010-12-14,15027.26,0.0,0.0,0.0,7899.0,7128.26,90.24
2010-12-15,15062.33,0.0,0.0,0.0,7899.0,7163.33,90.69
2010-12-16,15254.05,0.0,0.0,0.0,7899.0,7355.05,93.11
2010-12-17,15159.7,0.0,0.0,0.0,7899.0,7260.7,91.92
2010-12-18,15159.7,0.0,0.0,0.0,7899.0,7260.7,91.92
2010-12-19,15159.7,0.0,0.0,0.0,7899.0,7260.7,91.92
2010-12-20,15328.25,0.0,0.0,0.0,7899.0,7429.25,94.05
2010-12-21,15457.67,0.0,0.0,0.0,7899.0,7558.67,95.69
2010-12-22,15564.31,0.0,0.0,0.0,7899.0,7665.31,97.04
2010-12-23,15575.85,0.0,0.0,0.0,7899.0,7676.85,97.19
2010-12-24,15576.71,0.0,0.0,0.0,7899.0,7677.71,97.2
2010-12-25,15576.71,0.0,0.0,0.0,7899.0,7677.71,97.2
2010-12-26,15576.71,0.0,0.0,0.0,7899.0,7677.71,97.2
2010-12-27,15601.38,0.0,0.0,0.0,7899.0,7702.38,97.51
2010-12-28,15597.03,0.0,0.0,0.0,7899.0,7698.03,97.46
2010-12-29,15669.3,0.0,0.0,0.0,7899.0,7770.3,98.37
2010-12-30,15478.69,0.0,0.0,0.0,7899.0,7579.69,95.96
