date,spy,nasdaq,dow,russell,ftse
2010-01-01,0.0,0.0,0.0,0.0,0.0
2010-01-02,0.0,0.0,0.0,0.0,0.0
2010-01-03,0.0,0.0,0.0,0.0,0.0
2010-01-04,113.33000183105469,2308.419921875,10583.9599609375,640.0999755859375,0.0
2010-01-05,113.62999725341797,2308.7099609375,10572.01953125,638.489990234375,0.0
2010-01-06,113.70999908447266,2301.090087890625,10573.6796875,637.9500122070312,0.0
2010-01-07,114.19000244140625,2300.050048828125,10606.8603515625,641.969970703125,0.0
2010-01-08,114.56999969482422,2317.169921875,10618.1904296875,644.5599975585938,0.0
2010-01-09,114.62333424886067,2315.583251953125,10633.45703125,644.3699951171875,0.0
2010-01-10,114.67666880289714,2313.99658203125,10648.7236328125,644.1799926757812,0.0
2010-01-11,114.7300033569336,2312.409912109375,10663.990234375,643.989990234375,0.0
2010-01-12,113.66000366210938,2282.31005859375,10627.259765625,635.5,0.0
2010-01-13,114.62000274658203,2307.89990234375,10680.76953125,643.5599975585938,0.0
2010-01-14,114.93000030517578,2316.739990234375,10710.5498046875,646.4299926757812,0.0
2010-01-15,113.63999938964844,2287.989990234375,10609.650390625,637.9600219726562,0.0
2010-01-16,113.99499893188477,2296.0924682617188,10638.59521484375,640.7575225830078,0.0
2010-01-17,114.3499984741211,2304.1949462890625,10667.5400390625,643.5550231933594,0.0
2010-01-18,114.70499801635742,2312.2974243164062,10696.48486328125,646.3525238037109,0.0
2010-01-19,115.05999755859375,2320.39990234375,10725.4296875,649.1500244140625,0.0
2010-01-20,113.88999938964844,2291.25,10603.150390625,639.6099853515625,0.0
2010-01-21,111.69999694824219,2265.699951171875,10389.8798828125,628.3599853515625,0.0
2010-01-22,109.20999908447266,2205.2900390625,10172.98046875,617.1199951171875,0.0
2010-01-23,109.39666493733723,2207.126708984375,10180.9404296875,617.4499918619791,0.0
2010-01-24,109.58333079020183,2208.96337890625,10188.900390625,617.7799886067709,0.0
2010-01-25,109.7699966430664,2210.800048828125,10196.8603515625,618.1099853515625,0.0
2010-01-26,109.30999755859375,2203.72998046875,10194.2900390625,612.1599731445312,0.0
2010-01-27,109.83000183105469,2221.409912109375,10236.16015625,618.3800048828125,0.0
2010-01-28,108.56999969482422,2179.0,10120.4599609375,607.9299926757812,0.0
2010-01-29,107.38999938964844,2147.35009765625,10067.330078125,602.0399780273438,0.0
2010-01-30,107.94666544596355,2155.300048828125,10106.730143229166,604.4433186848959,0.0
2010-01-31,108.50333150227864,2163.25,10146.130208333334,606.8466593424479,0.0
2010-02-01,109.05999755859375,2171.199951171875,10185.5302734375,609.25,0.0
2010-02-02,110.37999725341797,2190.06005859375,10296.849609375,614.0499877929688,0.0
2010-02-03,109.83000183105469,2190.909912109375,10270.5498046875,610.6599731445312,0.0
2010-02-04,106.44000244140625,2125.429931640625,10002.1796875,589.6799926757812,0.0
2010-02-05,106.66000366210938,2141.1201171875,10012.23046875,592.97998046875,0.0
2010-02-06,106.40333557128906,2136.0967610677085,9977.616861979166,590.816650390625,0.0
2010-02-07,106.14666748046875,2131.0734049479165,9943.003255208334,588.6533203125,0.0
2010-02-08,105.88999938964844,2126.050048828125,9908.3896484375,586.489990234375,0.0
2010-02-09,107.22000122070312,2150.8701171875,10058.6396484375,595.1699829101562,0.0
